device0016608,adunit03,7,0.52
device0011478,adunit03,4,0.36
device0021258,adunit08,1,0.75
device0041451,adunit08,8,0.51
device0038163,adunit10,9,0.72
device0016514,adunit07,1,0.01
device0021957,adunit04,8,0.59
device0037060,adunit10,9,0.03
device0039580,adunit04,2,0.33
device0043946,adunit01,5,0.45
device0020105,adunit07,4,0.29
device0015674,adunit03,3,0.53
device0017066,adunit02,1,0.09
device0018164,adunit10,7,0.03
device0006435,adunit07,3,0.40
device0000827,adunit07,5,0.39
device0007805,adunit09,6,0.93
device0039071,adunit06,9,0.02
device0034983,adunit06,8,0.13
device0035150,adunit10,10,0.89
device0048325,adunit03,0,0.07
device0024002,adunit10,1,0.34
device0008284,adunit06,6,0.50
device0006208,adunit05,1,0.54
device0046984,adunit02,8,0.56
device0031836,adunit07,3,0.23
device0018467,adunit08,5,0.67
device0017428,adunit07,0,0.24
device0024265,adunit04,2,0.97
device0033456,adunit02,3,0.66
device0011644,adunit09,5,0.19
device0034056,adunit10,10,0.50
device0014780,adunit09,1,0.32
device0029625,adunit10,3,0.24
device0002405,adunit08,9,0.89
device0008343,adunit03,7,0.77
device0034543,adunit03,9,0.05
device0027234,adunit07,3,0.18
device0048099,adunit07,2,0.65
device0026319,adunit02,7,0.73
device0025962,adunit10,2,0.28
device0004337,adunit04,8,0.00
device0049051,adunit08,2,0.75
device0039539,adunit06,9,0.65
device0022416,adunit09,6,0.04
device0046418,adunit05,2,0.55
device0041608,adunit06,5,0.16
device0014543,adunit05,7,0.02
device0007392,adunit06,9,0.41
device0010359,adunit01,4,0.08
device0015825,adunit04,9,0.79
device0033644,adunit04,5,0.36
device0013711,adunit08,2,0.13
device0046948,adunit05,0,0.35
device0006705,adunit05,7,0.18
device0040874,adunit07,3,0.90
device0043730,adunit04,7,0.26
device0016678,adunit08,10,0.19
device0016853,adunit07,4,0.57
device0041949,adunit10,4,0.47
device0036255,adunit08,5,0.46
device0025625,adunit05,1,0.65
device0037137,adunit07,2,0.74
device0037375,adunit03,2,0.44
device0038999,adunit04,3,0.47
device0013679,adunit05,0,0.47
device0047943,adunit03,6,0.91
device0023596,adunit06,1,0.32
device0026799,adunit05,6,0.97
device0035179,adunit01,10,0.99
device0040935,adunit02,1,0.04
device0011977,adunit06,4,0.20
device0013071,adunit06,1,0.75
device0045055,adunit07,9,0.23
device0043127,adunit04,9,0.74
device0008446,adunit01,3,0.54
device0046888,adunit02,3,1.00
device0046350,adunit02,3,0.35
device0038418,adunit10,5,0.75
device0034536,adunit09,3,0.28
device0042930,adunit09,2,0.88
device0000791,adunit09,3,1.00
device0000549,adunit01,5,0.72
device0000899,adunit03,9,0.77
device0013159,adunit01,7,0.23
device0029541,adunit09,0,0.62
device0009032,adunit01,7,0.39
device0043349,adunit01,4,0.49
device0039359,adunit07,2,0.88
device0048990,adunit09,6,0.91
device0048824,adunit07,1,0.13
device0002786,adunit04,1,0.58
device0042119,adunit05,3,0.51
device0039240,adunit07,7,0.04
device0030012,adunit04,2,0.49
device0036321,adunit03,3,0.04
device0033749,adunit07,4,0.27
device0019118,adunit06,6,0.14
device0044963,adunit01,7,0.62
device0041439,adunit07,9,0.21
device0045062,adunit08,1,0.90
device0038885,adunit02,6,0.41
device0003550,adunit04,7,0.36
device0027885,adunit06,6,0.23
device0014133,adunit01,8,0.88
device0003192,adunit09,3,0.78
device0039961,adunit03,1,0.47
device0027361,adunit03,1,0.67
device0042044,adunit07,2,0.59
device0044338,adunit02,7,0.13
device0011560,adunit08,10,0.91
device0006478,adunit05,6,0.58
device0045162,adunit03,8,0.80
device0008268,adunit04,3,0.23
device0028353,adunit09,4,0.41
device0028979,adunit04,4,0.74
device0016178,adunit08,3,0.50
device0048548,adunit03,9,0.38
device0017074,adunit06,3,0.96
device0039577,adunit10,2,0.85
device0016913,adunit10,9,0.75
device0032837,adunit08,3,0.27
device0035726,adunit06,1,0.81
device0008706,adunit05,9,0.41
device0007474,adunit08,8,0.82
device0009564,adunit07,8,0.38
device0012552,adunit10,3,0.02
device0025784,adunit01,9,0.08
device0030747,adunit07,0,0.06
device0005195,adunit05,10,0.87
device0035512,adunit06,9,0.78
device0017136,adunit07,4,0.35
device0003733,adunit02,3,0.86
device0014489,adunit03,6,0.97
device0034085,adunit08,10,0.50
device0043609,adunit07,5,0.47
device0032194,adunit10,10,0.13
device0019309,adunit01,7,0.01
device0015750,adunit04,2,0.13
device0048949,adunit08,10,0.87
device0002197,adunit05,1,0.84
device0048420,adunit08,5,0.50
device0036901,adunit10,8,0.84
device0036113,adunit09,4,0.57
device0027216,adunit08,3,0.29
device0036488,adunit07,0,0.14
device0016152,adunit08,1,0.25
device0040347,adunit06,1,0.77
device0004476,adunit08,5,0.43
device0010039,adunit09,3,0.36
device0014928,adunit01,6,0.63
device0029771,adunit08,6,0.39
device0031738,adunit04,9,0.16
device0033873,adunit02,4,0.61
device0026816,adunit07,2,0.55
device0002635,adunit04,7,0.37
device0039206,adunit02,1,0.96
device0002781,adunit07,6,0.69
device0013428,adunit01,8,0.85
device0032055,adunit09,5,0.76
device0049843,adunit08,7,0.37
device0038810,adunit05,9,0.13
device0035366,adunit10,8,0.39
device0048651,adunit10,0,0.01
device0036761,adunit02,4,0.29
device0034437,adunit10,9,0.43
device0002483,adunit01,3,0.94
device0013768,adunit10,8,0.62
device0001739,adunit05,8,0.29
device0013886,adunit06,3,0.90
device0037358,adunit04,3,0.41
device0049103,adunit03,4,0.97
device0033283,adunit10,8,0.56
device0046911,adunit08,2,0.84
device0033025,adunit10,5,0.64
device0045695,adunit04,8,0.47
device0011843,adunit03,8,0.52
device0014395,adunit09,4,0.59
device0004139,adunit10,9,0.82
device0049485,adunit01,7,0.89
device0027830,adunit07,1,0.87
device0022316,adunit08,3,0.20
device0017935,adunit06,3,0.15
device0013469,adunit04,1,0.24
device0026401,adunit05,3,0.93
device0009887,adunit04,7,0.96
device0023448,adunit03,10,0.16
device0011445,adunit07,5,0.03
device0047603,adunit07,6,0.72
device0022891,adunit09,0,0.85
device0036907,adunit06,2,0.45
device0011132,adunit06,8,0.67
device0030134,adunit06,1,0.57
device0012226,adunit09,0,0.93
device0025876,adunit05,1,0.72
device0000476,adunit10,9,0.28
device0003418,adunit04,10,0.71
device0011150,adunit04,2,0.43
device0018356,adunit09,10,0.20
device0029458,adunit04,5,0.11
device0041418,adunit01,0,0.88
device0017886,adunit10,5,0.97
device0025968,adunit01,10,0.01
device0013207,adunit02,2,0.57
device0034678,adunit05,2,0.71
device0018660,adunit08,2,0.37
device0001698,adunit03,0,0.73
device0000503,adunit05,8,0.66
device0047197,adunit04,0,0.60
device0029546,adunit06,9,0.89
device0023206,adunit10,8,0.65
device0008583,adunit01,5,0.58
device0013487,adunit07,8,0.51
device0041001,adunit05,5,0.14
device0014281,adunit07,8,0.91
device0010815,adunit04,7,0.69
device0040813,adunit07,6,0.78
device0028939,adunit04,9,0.39
device0002221,adunit07,1,0.51
device0024356,adunit08,8,0.02
device0042323,adunit02,6,0.96
device0049723,adunit02,2,0.99
device0016670,adunit07,7,0.05
device0015792,adunit03,5,0.72
device0040581,adunit06,6,0.03
device0007153,adunit07,8,0.67
device0010661,adunit03,2,0.39
device0021709,adunit04,3,0.26
device0030004,adunit03,0,0.67
device0035375,adunit09,6,0.35
device0000965,adunit05,0,0.77
device0035112,adunit01,10,0.73
device0031015,adunit05,6,0.47
device0042454,adunit02,5,0.10
device0027498,adunit06,7,0.64
device0028743,adunit08,2,0.06
device0018309,adunit02,2,0.73
device0003678,adunit07,6,0.44
device0009742,adunit03,1,0.34
device0047760,adunit02,1,0.86
device0000804,adunit06,6,0.80
device0021352,adunit03,1,0.81
device0045351,adunit09,3,0.18
device0038008,adunit08,9,0.65
device0047681,adunit10,2,0.58
device0011756,adunit02,9,0.56
device0039294,adunit07,2,0.82
device0022052,adunit03,10,0.90
device0046093,adunit03,3,0.21
device0008720,adunit02,10,0.84
device0043417,adunit05,2,0.19
device0038969,adunit09,2,0.71
device0048714,adunit02,10,0.89
device0041583,adunit06,2,0.00
device0014516,adunit05,4,0.41
device0007915,adunit10,0,0.76
device0012245,adunit10,2,0.50
device0018993,adunit09,2,0.45
device0003791,adunit08,4,0.95
device0047852,adunit09,3,0.09
device0040933,adunit07,7,0.50
device0024976,adunit04,7,0.73
device0021871,adunit04,4,0.35
device0024427,adunit02,10,0.79
device0039229,adunit01,10,0.40
device0032040,adunit06,6,0.32
device0001563,adunit02,9,0.56
device0024812,adunit06,9,0.89
device0009016,adunit04,9,0.13
device0043584,adunit03,5,0.50
device0014842,adunit10,7,0.57
device0010593,adunit04,0,0.32
device0004146,adunit05,1,0.02
device0014505,adunit09,10,0.65
device0007238,adunit06,5,0.13
device0000897,adunit04,8,0.24
device0007002,adunit06,4,0.04
device0048473,adunit08,4,0.54
device0025151,adunit10,6,0.46
device0047203,adunit10,2,0.08
device0042615,adunit10,10,0.44
device0030137,adunit03,2,0.21
device0003326,adunit07,8,0.06
device0049863,adunit08,3,0.92
device0003541,adunit08,9,0.17
device0044722,adunit01,1,0.76
device0041090,adunit06,5,0.38
device0011693,adunit10,5,0.78
device0041295,adunit05,7,0.95
device0031774,adunit03,10,0.86
device0029142,adunit05,6,0.35
device0004075,adunit01,9,0.93
device0028251,adunit03,0,0.46
device0002986,adunit01,9,0.82
device0034708,adunit09,7,0.46
device0039311,adunit05,9,0.45
device0018563,adunit09,1,0.31
device0048441,adunit04,4,0.34
device0049474,adunit09,9,0.69
device0033074,adunit09,0,0.05
device0031037,adunit05,9,0.48
device0021804,adunit10,10,0.97
device0017291,adunit05,0,0.49
device0027895,adunit02,8,0.32
device0033222,adunit06,3,0.33
device0033658,adunit02,2,0.11
device0034161,adunit04,10,0.27
device0012018,adunit01,5,0.06
device0025534,adunit01,2,0.33
device0008553,adunit08,2,0.15
device0044625,adunit06,8,0.69
device0036873,adunit01,0,0.05
device0035644,adunit06,9,0.94
device0040937,adunit07,5,0.18
device0013165,adunit02,1,0.15
device0017268,adunit02,2,0.96
device0040019,adunit01,1,0.07
device0000343,adunit02,2,0.42
device0043976,adunit02,5,0.85
device0020396,adunit04,5,0.71
device0042165,adunit05,7,0.91
device0020259,adunit06,9,0.97
device0001415,adunit09,5,0.07
device0008325,adunit02,2,0.53
device0047137,adunit08,10,0.13
device0039173,adunit10,6,0.03
device0028326,adunit04,9,0.46
device0023571,adunit05,10,0.87
device0046552,adunit05,8,0.59
device0007453,adunit09,4,0.21
device0010916,adunit08,3,0.55
device0038020,adunit05,0,0.89
device0043617,adunit02,1,0.06
device0035948,adunit06,0,0.52
device0021187,adunit05,0,0.65
device0011673,adunit07,3,0.34
device0047698,adunit04,3,0.87
device0022359,adunit07,1,0.23
device0003606,adunit07,8,0.84
device0044440,adunit06,6,0.17
device0003549,adunit01,4,0.27
device0017041,adunit04,7,0.71
device0013921,adunit06,9,0.24
device0022655,adunit01,3,0.02
device0026008,adunit03,10,0.99
device0029841,adunit02,9,0.62
device0045674,adunit07,2,0.27
device0002643,adunit05,9,0.40
device0041938,adunit10,3,0.83
device0039187,adunit10,4,0.37
device0013173,adunit05,5,0.63
device0022687,adunit08,6,0.85
device0007180,adunit06,3,0.11
device0032182,adunit07,1,0.99
device0006397,adunit05,6,0.89
device0023610,adunit06,10,0.45
device0000752,adunit01,7,0.21
device0013940,adunit08,5,0.83
device0033339,adunit07,10,0.99
device0029927,adunit05,7,0.25
device0036473,adunit06,10,0.46
device0028047,adunit08,8,0.14
device0024869,adunit09,0,0.13
device0047329,adunit02,1,0.44
device0020017,adunit06,7,0.86
device0011874,adunit02,2,0.86
device0021223,adunit02,0,0.02
device0030086,adunit05,6,0.32
device0048196,adunit04,7,0.10
device0005015,adunit04,8,0.95
device0048356,adunit04,5,0.44
device0016790,adunit06,10,0.98
device0040710,adunit02,6,0.62
device0025787,adunit03,3,0.24
device0028817,adunit04,6,0.17
device0013407,adunit02,1,0.78
device0002442,adunit05,0,0.05
device0020067,adunit07,1,0.16
device0004247,adunit05,10,0.66
device0014997,adunit07,3,0.55
device0007577,adunit04,0,0.43
device0029512,adunit02,1,0.11
device0035679,adunit07,10,0.66
device0003934,adunit04,10,0.20
device0016711,adunit05,2,0.97
device0042207,adunit08,5,0.08
device0012136,adunit05,4,0.47
device0043076,adunit02,7,0.23
device0000447,adunit06,7,0.85
device0012531,adunit08,10,0.16
device0048222,adunit09,7,0.99
device0011178,adunit07,6,0.42
device0034648,adunit07,8,0.17
device0037012,adunit05,1,0.05
device0046303,adunit08,9,0.56
device0045140,adunit03,2,0.35
device0023561,adunit02,1,0.88
device0040362,adunit03,1,0.88
device0036884,adunit04,10,0.68
device0016694,adunit08,5,0.40
device0015772,adunit09,7,0.59
device0035163,adunit08,10,0.88
device0033646,adunit02,1,0.55
device0044693,adunit07,5,0.48
device0024944,adunit05,8,0.30
device0009795,adunit05,8,0.04
device0005771,adunit09,2,0.02
device0040786,adunit06,3,0.04
device0045002,adunit09,7,0.73
device0001169,adunit08,2,0.67
device0003704,adunit03,1,0.83
device0028409,adunit05,9,0.73
device0000071,adunit07,7,0.43
device0026064,adunit05,3,0.17
device0001374,adunit01,1,0.62
device0037318,adunit02,7,0.06
device0002768,adunit02,4,0.04
device0042743,adunit06,1,0.75
device0025744,adunit02,9,0.06
device0029616,adunit01,8,0.62
device0024910,adunit03,8,0.55
device0035171,adunit03,10,0.99
device0011012,adunit08,6,0.39
device0001009,adunit10,0,0.48
device0039678,adunit06,1,0.96
device0018445,adunit10,8,0.46
device0016030,adunit08,10,0.66
device0040281,adunit04,0,0.84
device0018912,adunit09,4,0.96
device0011824,adunit03,5,0.81
device0045017,adunit07,1,0.65
device0045251,adunit03,9,0.02
device0000394,adunit07,10,0.94
device0019740,adunit01,7,0.55
device0021900,adunit08,7,0.10
device0001742,adunit06,8,0.30
device0038697,adunit07,9,0.24
device0045620,adunit02,0,0.46
device0045777,adunit04,3,0.92
device0000432,adunit08,2,0.04
device0031768,adunit03,4,0.21
device0014702,adunit04,1,0.85
device0035248,adunit08,10,0.69
device0039386,adunit08,5,0.99
device0049765,adunit06,0,0.25
device0030993,adunit06,9,0.99
device0040765,adunit07,8,0.96
device0014225,adunit08,8,0.93
device0039033,adunit07,3,0.49
device0007926,adunit05,3,0.97
device0006890,adunit01,0,0.78
device0005668,adunit03,0,0.11
device0045687,adunit08,9,0.12
device0021062,adunit06,10,0.03
device0036461,adunit01,7,0.18
device0003933,adunit06,8,0.41
device0025047,adunit08,8,0.23
device0005805,adunit03,2,0.69
device0000355,adunit07,6,0.07
device0010634,adunit08,3,0.91
device0017980,adunit08,5,0.46
device0037373,adunit08,7,0.62
device0047705,adunit02,5,0.92
device0025273,adunit01,5,0.77
device0009603,adunit02,8,0.20
device0033284,adunit03,6,0.65
device0048360,adunit07,5,0.57
device0022327,adunit10,5,0.17
device0028228,adunit03,1,0.45
device0008376,adunit04,3,0.95
device0038369,adunit05,5,0.39
device0020330,adunit04,2,0.13
device0001241,adunit05,0,0.51
device0049573,adunit07,8,0.44
device0042707,adunit10,10,0.69
device0017267,adunit07,5,0.57
device0012617,adunit06,8,0.00
device0005963,adunit01,8,0.50
device0040969,adunit07,1,0.32
device0028835,adunit09,9,0.56
device0022506,adunit05,3,0.11
device0026900,adunit01,6,0.01
device0028393,adunit02,2,0.54
device0036740,adunit07,8,0.62
device0015528,adunit01,0,0.89
device0002154,adunit04,7,0.33
device0009989,adunit07,1,0.50
device0044993,adunit09,4,0.13
device0003582,adunit06,3,0.44
device0048352,adunit10,10,0.97
device0023495,adunit03,1,0.11
device0045543,adunit09,6,0.33
device0046962,adunit02,0,0.95
device0036275,adunit10,8,0.58
device0008400,adunit08,9,0.15
device0039761,adunit05,1,0.94
device0030249,adunit02,8,0.65
device0004380,adunit07,9,0.39
device0004263,adunit01,5,0.75
device0041476,adunit07,7,0.83
device0028071,adunit05,1,0.29
device0017348,adunit05,2,0.47
device0011630,adunit04,7,0.72
device0044124,adunit05,1,0.54
device0000734,adunit05,10,0.92
device0025228,adunit06,10,0.61
device0043210,adunit08,3,0.42
device0027252,adunit01,5,0.75
device0002938,adunit07,7,0.15
device0003797,adunit01,0,0.76
device0037865,adunit03,2,0.32
device0009801,adunit08,9,0.89
device0024201,adunit02,0,0.97
device0020536,adunit06,8,0.98
device0004605,adunit07,4,0.05
device0038167,adunit08,2,0.62
device0011931,adunit03,7,0.74
device0042568,adunit06,8,0.65
device0048707,adunit03,8,0.53
device0038287,adunit09,9,0.38
device0010467,adunit04,5,0.08
device0044312,adunit04,3,0.83
device0004369,adunit06,2,0.77
device0023975,adunit09,6,0.93
device0008447,adunit01,5,0.53
device0040075,adunit02,6,0.16
device0036256,adunit09,9,0.12
device0047230,adunit02,5,0.44
device0022669,adunit06,9,0.48
device0020348,adunit10,5,0.19
device0019708,adunit07,4,0.72
device0034392,adunit08,6,0.62
device0013142,adunit10,8,0.07
device0042974,adunit03,4,0.77
device0011385,adunit03,9,0.86
device0006038,adunit06,8,0.37
device0034091,adunit04,10,0.67
device0009595,adunit03,5,0.72
device0026565,adunit05,7,0.97
device0045309,adunit10,0,0.40
device0048640,adunit01,9,0.39
device0036639,adunit09,5,0.15
device0008469,adunit04,7,0.83
device0015293,adunit10,4,0.81
device0032708,adunit06,1,0.56
device0014970,adunit03,9,0.75
device0000269,adunit03,10,0.55
device0035734,adunit07,5,0.76
device0006653,adunit08,8,0.90
device0008281,adunit08,10,0.24
device0007730,adunit02,0,0.04
device0048078,adunit08,6,0.35
device0036181,adunit04,3,0.89
device0048624,adunit08,9,0.71
device0015370,adunit02,10,0.19
device0026076,adunit02,0,0.93
device0001307,adunit01,9,0.13
device0019283,adunit09,5,0.82
device0044165,adunit03,8,0.41
device0006328,adunit03,3,0.76
device0034596,adunit08,2,0.31
device0029504,adunit02,1,0.25
device0023668,adunit08,7,0.49
device0038153,adunit02,7,0.46
device0005275,adunit06,6,0.74
device0043628,adunit01,7,0.48
device0022462,adunit10,4,0.92
device0033205,adunit01,5,1.00
device0019701,adunit04,8,0.68
device0049392,adunit04,1,0.86
device0001106,adunit07,6,0.32
device0017485,adunit09,10,0.53
device0029543,adunit06,4,0.45
device0009303,adunit10,6,0.20
device0015976,adunit06,3,0.97
device0026715,adunit10,6,0.35
device0019767,adunit10,0,0.94
device0028928,adunit09,0,0.51
device0001825,adunit03,4,0.36
device0032331,adunit02,1,0.05
device0012730,adunit05,2,0.41
device0030387,adunit09,9,0.41
device0013408,adunit08,6,0.56
device0005106,adunit08,6,0.41
device0019132,adunit07,3,0.12
device0045691,adunit10,7,0.80
device0046858,adunit02,3,0.20
device0019310,adunit05,7,0.90
device0030554,adunit05,2,0.18
device0044825,adunit04,9,0.35
device0030273,adunit10,1,0.58
device0036317,adunit04,4,0.32
device0010769,adunit05,0,0.37
device0042433,adunit02,5,0.31
device0026922,adunit01,0,0.72
device0004115,adunit02,7,0.33
device0005858,adunit04,3,0.69
device0030811,adunit10,1,0.29
device0032702,adunit04,10,0.48
device0015163,adunit05,1,0.20
device0003045,adunit07,9,0.68
device0025154,adunit05,7,0.29
device0036661,adunit01,6,0.39
device0033379,adunit05,8,0.22
device0041294,adunit02,10,0.15
device0018361,adunit01,7,0.85
device0036966,adunit08,8,0.93
device0015850,adunit07,3,0.22
device0014941,adunit05,7,0.67
device0037781,adunit08,6,0.87
device0034757,adunit09,6,0.53
device0027213,adunit05,10,0.29
device0030296,adunit09,6,0.51
device0032397,adunit06,5,0.07
device0030831,adunit06,10,0.02
device0039723,adunit01,4,0.50
device0017067,adunit10,2,0.15
device0049266,adunit08,1,0.15
device0048114,adunit10,0,0.36
device0024503,adunit03,9,0.41
device0002482,adunit10,3,0.14
device0023102,adunit01,1,0.85
device0013239,adunit06,0,0.89
device0025297,adunit05,10,0.35
device0038960,adunit05,8,0.91
device0015600,adunit04,6,0.42
device0000952,adunit04,9,0.28
device0034099,adunit03,1,0.95
device0016900,adunit04,1,0.11
device0015242,adunit04,1,0.39
device0046787,adunit10,7,0.52
device0042694,adunit09,3,0.87
device0036365,adunit04,3,0.63
device0004180,adunit06,3,0.18
device0000039,adunit04,3,0.12
device0012412,adunit09,5,0.16
device0034537,adunit07,0,0.44
device0047234,adunit04,9,0.37
device0040973,adunit07,2,0.74
device0012902,adunit10,5,0.19
device0021252,adunit04,9,0.71
device0009360,adunit01,4,0.26
device0039983,adunit03,9,0.73
device0036467,adunit02,8,0.11
device0026459,adunit07,1,0.13
device0027395,adunit07,2,0.47
device0015175,adunit06,1,0.91
device0048279,adunit10,3,0.54
device0012805,adunit04,6,0.37
device0001704,adunit01,7,0.19
device0043726,adunit05,4,0.78
device0004313,adunit05,10,0.95
device0010906,adunit01,1,0.92
device0048831,adunit06,7,0.20
device0018170,adunit01,4,0.61
device0028643,adunit01,4,0.93
device0034066,adunit09,2,0.01
device0004512,adunit06,7,0.99
device0008642,adunit10,1,0.34
device0032160,adunit06,1,0.28
device0020904,adunit01,2,0.40
device0026764,adunit08,10,0.38
device0022317,adunit01,10,0.16
device0025959,adunit04,8,0.98
device0015752,adunit10,9,0.29
device0022931,adunit06,8,0.60
device0019127,adunit09,6,0.40
device0023749,adunit02,8,0.53
device0003914,adunit08,0,0.26
device0038615,adunit03,1,0.60
device0041962,adunit10,4,0.19
device0031496,adunit09,3,0.80
device0034594,adunit06,8,0.14
device0044135,adunit02,10,0.20
device0041175,adunit03,8,0.94
device0028143,adunit01,7,0.31
device0021449,adunit09,6,0.07
device0001900,adunit04,0,0.19
device0036781,adunit04,4,0.23
device0012406,adunit06,1,0.07
device0035804,adunit04,3,0.25
device0033959,adunit08,5,0.45
device0013322,adunit04,6,0.10
device0031597,adunit04,0,0.93
device0008368,adunit07,6,0.28
device0038358,adunit01,8,0.98
device0024510,adunit01,10,0.03
device0004579,adunit03,6,0.08
device0010465,adunit01,0,0.64
device0039145,adunit02,10,0.99
device0012460,adunit07,7,0.77
device0013922,adunit05,5,0.07
device0017719,adunit06,9,0.66
device0032534,adunit05,1,0.94
device0026711,adunit09,9,0.95
device0018013,adunit07,10,0.55
device0004104,adunit10,4,0.87
device0043283,adunit01,8,0.35
device0022463,adunit01,4,0.74
device0014301,adunit06,1,0.94
device0041763,adunit02,2,0.80
device0040738,adunit04,8,0.65
device0047344,adunit07,9,0.76
device0037231,adunit01,0,0.73
device0014809,adunit05,8,0.52
device0034599,adunit05,8,0.69
device0020361,adunit02,1,0.63
device0023790,adunit06,1,0.23
device0009716,adunit08,8,0.93
device0022350,adunit01,3,0.28
device0017573,adunit04,3,0.28
device0041944,adunit07,4,0.01
device0040346,adunit01,10,0.53
device0001645,adunit05,1,0.65
device0047791,adunit07,9,0.47
device0012365,adunit03,8,0.09
device0001926,adunit05,8,0.37
device0036858,adunit05,10,0.95
device0033568,adunit05,9,0.32
device0011402,adunit07,8,0.13
device0039875,adunit02,3,0.02
device0035308,adunit08,10,0.27
device0033014,adunit10,8,0.41
device0004197,adunit10,8,0.52
device0036313,adunit09,6,0.76
device0049621,adunit02,8,0.33
device0018628,adunit07,1,0.35
device0006718,adunit07,2,0.02
device0038640,adunit10,3,0.88
device0015128,adunit09,5,0.82
device0023537,adunit08,5,0.22
device0030124,adunit05,7,0.76
device0012598,adunit03,8,0.45
device0031101,adunit03,4,0.52
device0017636,adunit03,9,0.00
device0002311,adunit04,1,0.15
device0009117,adunit07,7,0.36
device0018090,adunit04,7,0.79
device0030614,adunit10,4,0.82
device0001911,adunit01,6,0.76
device0010973,adunit09,5,0.30
device0017109,adunit09,2,0.59
device0018693,adunit05,7,0.77
device0016746,adunit02,3,0.26
device0036109,adunit09,2,0.90
device0024916,adunit05,10,0.87
device0042547,adunit07,2,0.97
device0024551,adunit01,9,0.64
device0025755,adunit03,9,0.04
device0007248,adunit02,4,0.72
device0042218,adunit02,3,0.98
device0043889,adunit09,6,0.40
device0017911,adunit06,6,0.50
device0021159,adunit09,8,0.87
device0000486,adunit03,8,0.03
device0032113,adunit04,1,0.23
device0049840,adunit01,7,0.17
device0037077,adunit01,5,0.23
device0012355,adunit01,6,0.12
device0040822,adunit02,8,0.58
device0013952,adunit09,4,0.12
device0044418,adunit09,9,0.18
device0035104,adunit06,2,0.62
device0020422,adunit08,9,0.29
device0040525,adunit07,1,0.03
device0032954,adunit07,0,0.04
device0038006,adunit10,10,0.01
device0025660,adunit09,8,0.88
device0029670,adunit01,10,0.40
device0018866,adunit10,8,0.71
